серийный номер;Год;название проекта;Наименование ПС;Принадлежность;Класс напряжения;Локация;ID проекта;тип ЭОБ;Фамилия присвоившего;дата;серийный номер трансформатора, в который входит ЭОБ;серийные номера чувствительных элементов, к которым подключен ЭОБ;;;технологический паспорт;"паспорта модернизации/
ремонта";файл мониторинга;паспорт монтажа;Комментарий;;Волокно
052-18;2018;ТГК-1-3;ПАО «ТГК-1»;ПАО «ТГК-1»;10;59.92357021699063, 30.246522220407506;п075;ТТЭО-Г;Крылов;25.10.2018;Т052-18;0112-18;0113-18;0114-18;https://docs.google.com/spreadsheets/d/1AOFHQqP79t6KSstLNKTI3N2dPyFyohaY01U_ntG95hQ/edit#gid=1327184855;;;;ТТЭО-Г без муфты с ЦАПТ 100-17;;Panda
053-18;2018;ТГК-1-3;ПАО «ТГК-1»;ПАО «ТГК-1»;10;59.92357021699063, 30.246522220407506;п075;ТТЭО-Г;Крылов;25.10.2018;Т053-18;0115-18;0116-18;0117-18;https://docs.google.com/spreadsheets/d/1SDC9XVPFfDSwKeQyrDVcwzRW8aOaYaf4kCdQTA-vzoE/edit#gid=440792628;;;;ТТЭО-Г без муфты с ЦАПТ 79-17;;Panda
054-18;2018;ТГК-1-3;ПАО «ТГК-1»;ПАО «ТГК-1»;10;59.92357021699063, 30.246522220407506;п075;ТТЭО-Г;Крылов;25.10.2018;Т054-18;0118-18;0119-18;0120-18;https://docs.google.com/spreadsheets/d/1r0PuU3yUYPyhulK8p9N7oSzXXRAtyqfxSh0tVyb2AyQ/edit#gid=1711051388;;;;ТТЭО-Г без муфты с ЦАПТ 99-17;;Panda
055-18;2018;ТГК-1-3;ПАО «ТГК-1»;ПАО «ТГК-1»;10;59.92357021699063, 30.246522220407506;п075;ТТЭО-Г;Крылов;25.10.2018;Т055-18;0121-18;0122-18;0123-18;https://docs.google.com/spreadsheets/d/1q7U1LEdgFOmWvuBjMOofsK62iMtiBIc8LiY0mElyNik/edit#gid=1241446295;;;;ТТЭО-Г без муфты с ЦАПТ 101-17;;Panda
056-18;2018;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;22.11.2018;Т056-18;;;0125-18;https://docs.google.com/spreadsheets/d/1cooRMeS82uoS3cMklIRXBMEhDg0iBIbQxSTxiuk4iCY/edit#gid=305549112;;;;ТТЭО-Г-П ;;Panda
057-18;2018;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;22.11.2018;Т057-18;;;0126-18;https://docs.google.com/spreadsheets/d/1_qBSbsgQZmrtD_65W2B3PVKQf_ILFmK1v-W7ZEKNwsg/edit#gid=33863086;;;;ТТЭО-Г-П ;;Panda
058-18;2018;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;22.11.2018;Т058-18;;;0127-18;https://docs.google.com/spreadsheets/d/1_qBSbsgQZmrtD_65W2B3PVKQf_ILFmK1v-W7ZEKNwsg/edit#gid=33863086;;;;ТТЭО-Г-П ;;Panda
059-18;2018;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;22.11.2018;Т059-18;;;0128-18;https://docs.google.com/spreadsheets/d/17CUW76b56MV5E-ZZ5ElFCk7cJZOaJoF9e7SSi6WpaXE/edit#gid=1813580904;;;;ТТЭО-Г-П ;;Panda
060-18;2018;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;22.11.2018;Т060-18;;;0129-18;https://docs.google.com/spreadsheets/d/1yCNR5KtWhPA7DYKAPbvKtL82tnFX52DTZ748mIet8s8/edit#gid=71985150;;;;ТТЭО-Г-П 400кА;;Panda
061-18;;Временный номер для аккредитации ИЦ;;;;;;;;;;;;;;;;;;;
001-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т001-19;;;;;;;;ТТЭО-Г-П ;;Panda
002-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т002-19;;;;;;;;ТТЭО-Г-П ;;Panda
003-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т003-19;;;;;;;;ТТЭО-Г-П ;;Panda
004-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т004-19;;;;;;;;ТТЭО-Г-П ;;Panda
005-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т005-19;;;;;;;;ТТЭО-Г-П ;;Panda
006-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т006-19;;;;;;;;ТТЭО-Г-П ;;Panda
007-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т007-19;;;;;;;;ТТЭО-Г-П ;;Panda
008-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т008-19;;;;;;;;ТТЭО-Г-П ;;Panda
009-19;2019;КЭЗ;АО «Казахстанский электролизный завод»;КЭЗ;10;52.208209, 77.191470;п086;ТТЭО-Г;Крылов;25.12.2018;Т009-19;;;;;;;;ТТЭО-Г-П ЗИП;;Panda
010-19;2019;SwissGrid; 380/220kV GIS substation at Châtelard/Valais;Swiss TSO Swissgrid;220;46.062446, 6.958601;отсутствует;ТТЭО-Г;Крылов;25.12.2018;T010-19;;;;;;;;ТТЭО-Г без муфты 4U;;Panda
011-19;2019;SwissGrid; 380/220kV GIS substation at Châtelard/Valais;Swiss TSO Swissgrid;220;46.062446, 6.958601;отсутствует;ТТЭО-Г;Крылов;25.12.2018;T011-19;;;;;;;;ТТЭО-Г без муфты 4U;;Panda
012-19;2019;SwissGrid; 380/220kV GIS substation at Châtelard/Valais;Swiss TSO Swissgrid;220;46.062446, 6.958601;отсутствует;ТТЭО-Г;Крылов;25.12.2018;T012-19;;;;;;;;ТТЭО-Г без муфты 4U;;Panda
013-19;2019;SwissGrid; 380/220kV GIS substation at Châtelard/Valais;Swiss TSO Swissgrid;220;46.062446, 6.958601;отсутствует;ТТЭО-Г;Крылов;25.12.2018;T013-19;;;;;;;;ТТЭО-Г без муфты 4U ЗИП;;Panda
014-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО-Г;Крылов;05.03.2019;Т014-19;;;;;;;;ТТЭО-Г с муфтой;;Panda
015-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО-Г;Крылов;05.03.2019;Т015-19;;;;;;;;ТТЭО-Г с муфтой;;Panda
016-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО-Г;Крылов;05.03.2019;Т016-19;;;;;;;;ТТЭО-Г с муфтой;;Panda
017-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО-Г;Крылов;05.03.2019;Т017-19;;;;;;;;ТТЭО-Г с муфтой;;Panda
018-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО;Крылов;05.03.2019;Т018-19;0039-19;0040-19;0041-19;;;;;ТТЭО-110;;Panda
019-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО;Крылов;05.03.2019;Т018-19;0039-19;0040-19;0041-19;;;;;ЭОБ-Р ТТЭО-110;;Panda
020-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО;Крылов;05.03.2019;Т018-19;0039-19;0040-19;0041-19;;;;;ЭОБ-Р ТТЭО-110;;Panda
021-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО;Крылов;05.03.2019;Т021-19;0042-19;0043-19;0044-19;;;;;ТТЭО-110;;Panda
022-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО;Крылов;05.03.2019;Т021-19;0042-19;0043-19;0044-19;;;;;ЭОБ-Р ТТЭО-110;;Panda
023-19;2019;ПС Север;ПС 110/10кВ Север;Газпром нефть;110;67.781219, 72.559204;отсутствует;ТТЭО;Крылов;05.03.2019;Т021-19;0042-19;0043-19;0044-19;;;;;ЭОБ-Р ТТЭО-110;;Panda
024-19;;IREQ;Hydro-Québec Research Institute (IREQ);Hydro-Québec;765;45.624777, -73.380427;отсутствует;макет;Крылов;11.03.2019;Т024-19;0045-19;0046-19;0047-19;;;;;ТТЭО+ДНЕЭ в корпусе 7U;;Panda
025-19;;IREQ;Hydro-Québec Research Institute (IREQ);Hydro-Québec;765;45.624777, -73.380427;отсутствует;макет;Крылов;11.02.2019;Т025-19;;;;;;;;ТТЭО+ДНЕЭ в корпусе 7U;;Panda
026-19;2019;Кандалакша-2;Кандалакшский алюминиевый завод;РУСАЛ;10;60.579522, 26.809057;отсутствует;ТТЭО-Г;Крылов;11.05.2019;Т026-19;;;;;;;;ТТЭО-Г-П Эталон в кейсе;;Panda
027-19;2019;Fingrid;110 kV Pernoonkoski substation;Fingrid ;110;60.579522, 26.809057;отсутствует;ТТЭО;Крылов;27.05.2019;Т027-19;07-19/2;07-19/3;07-19/4;;;;;ТТЭО-110 40кГц;;Panda
028-19;2019;Fingrid;110 kV Pernoonkoski substation;Fingrid ;110;;отсутствует;ТТЭО;Крылов;27.05.2019;Т027-19;07-19/5;07-19/6;07-19/7;;;;;ТТЭО-110 ЭОБ-Р 40кГц;;Panda
029-19;2019;УЭТМ;;;;;отсутствует;ТТЭО;Крылов;14.06.2019;Т029-19;;;0054-19;;;;;В ЭОБ две фазы, одна 67кГц, другая 40кГц. Один УЧЭ с двумя контурами;;Panda
030-19;2019;Саяногорск-6;Саяногорский алюминиевый завод;РУСАЛ;10;53.19998, 91.455724;отсутствует;ТТЭО-Г;Крылов;26.07.2019;Т030-19;0055-19;;;;;;;ТТЭО-Г-П быстрые клеммники;;Panda
031-19;2019;Саяногорск-6;Саяногорский алюминиевый завод;РУСАЛ;10;53.19998, 91.455724;отсутствует;ТТЭО-Г;Крылов;26.07.2019;Т031-19;0056-19;;;;;;;ТТЭО-Г-П быстрые клеммники;;Panda
032-19;2019;Демонстрационный ЭОБ 4U;;;;;отсутствует;ТТЭО;Крылов;07.08.2019;;0;0;0;;;;;1ф. С гибкой петлей 133-17. Первоначально для демонстрации в Бразилии;;Panda
033-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;033-19;0057-19;0058-19;0059-19;;;;;7U;;Panda S
034-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;034-19;0060-19;0061-19;0062-19;;;;;7U;;Panda
035-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;035-19;0063-19;0064-19;0065-19;;;;;7U;;Panda
036-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;036-19;0066-19;0067-19;0068-19;;;;;7U;;Panda
037-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;037-19;0069-19;0070-19;0071-19;;;;;7U;;Panda
038-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;038-19;0072-19;0073-19;0074-19;;;;;7U;;Panda S
039-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;ТТНК;Крылов;13.09.2019;039-19;;;0075-19;;;;;7U однофазный для сертификации;;Panda
040-19;2019;ВЭИ-2;Всероссийский электротехнический институт;"ФГУП ""ВЭИ""";10;55.75638, 37.70119;отсутствует;ТТЭО-Г;Крылов;16.09.2019;040-19;0076-19;0077-19;0078-19;;;;;Трехфазный ТТЭО-Г;;Panda
041-19;2019;ВЭИ-2;Всероссийский электротехнический институт;"ФГУП ""ВЭИ""";10;55.75638, 37.70119;отсутствует;ТТЭО-Г;Крылов;16.09.2019;041-19;0079-19;;;;;;;Однофазный ТТЭО-Г;;Panda
042-19;2019;ВЭИ-2;Всероссийский электротехнический институт;"ФГУП ""ВЭИ""";10;55.75638, 37.70119;отсутствует;ТТЭО-Г;Крылов;16.09.2019;0080-19;0080-19;0081-19;0082-19;;;;;Трехфазный ТТЭО-Г;;Panda
043-19;2019;Богучаны;ПС 110/35/10 кВ Богучаны;Россети Сибирь;110;58.369716, 97.417477;отсутствует;ТТЭО-Г;Крылов;04.11.2019;043-19;0084-19;;;;;;;ТТЭО-Г-П Эталон 0,05 в кейсе;;Panda S
044-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;039-19;0085-19;;;;;;;ТТНК Т039-19;;
045-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;033-19;0086-19;0087-19;0088-19;;;;;ТТНК Т033-19;;
046-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;034-19;0089-19;0090-19;0091-19;;;;;ТТНК Т034-19;;
047-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;035-19;0092-19;0093-19;0094-19;;;;;ТТНК Т035-19;;
048-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;036-19;0095-19;0096-19;0097-19;;;;;ТТНК Т036-19;;
049-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;037-19;0098-19;0099-19;0100-19;;;;;ТТНК Т037-19;;
050-19;;Краз Комучёт;Красноярский алюминиевый завод;РУСАЛ;220;56.08462530213259, 93.01941925256092;отсутствует;Модуль питания ВМ;Крылов;19.11.2019;038-19;0101-19;0102-19;0103-19;;;;;ТТНК Т038-19;;
051-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;051-19;0104-19;;;;;;;Эталон в мобильном кейсе;;
052-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;052-19;0105-19;;;;;;;ТТЭО-Г-П в термошкафу;;
053-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;053-19;0106-19;;;;;;;ТТЭО-Г-П в термошкафу;;
054-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;054-19;0107-19;;;;;;;ТТЭО-Г-П в термошкафу;;
055-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;055-19;0108-19;;;;;;;ТТЭО-Г-П в термошкафу;;
056-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;056-19;0109-19;;;;;;;ТТЭО-Г-П в термошкафу;;
057-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;057-19;0110-19;;;;;;;ТТЭО-Г-П в термошкафу;;
058-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;058-19;0111-19;;;;;;;ТТЭО-Г-П в термошкафу;;
059-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;059-19;0112-19;;;;;;;ТТЭО-Г-П в термошкафу;;
060-19;2019;Братск-2;;;;;отсутствует;ТТЭО;Крылов;20.11.2019;060-19;0113-19;;;;;;;ТТЭО-Г-П в термошкафу;;
061-19;;Фотовольтаика;;;;;отсутствует;ДНЕЭ;Крылов;27.12.2019;061-19;;;;;;;;ДНЕЭ без высоковольтной части с 1 ВМ, внешним питанием ВМ для НИОКР по фотовольтаике;;
062-19;;Фотовольтаика;;;;;;Модуль питания ВМ;Крылов;27.12.2019;061-19;;;;;;;;;;
137-19;;ИЦ;;;;;;ДНЕЭ;Крылов;28.12.2019;;;;;;;;;ДНЕЭ-500 для ИЦ;;
001-20;;ПС Ясень;ПС 110 кВ Ясень;Россети Ленэнерго;110;59.401579, 28.483366;222;ТТНК;Бутов;09.01.2020;001-20;0004-20;0005-20;0006-20;;;;;ТТНК 110 кВ;;Panda S
002-20;;ПС Ясень;ПС 110 кВ Ясень;Россети Ленэнерго;110;59.401579, 28.483366;222;Модуль питания ВМ;Крылов;27.01.2019;001-20;;;;;;;;;;
003-20;2020;МОЭСК_ПС Нагорная;ПС 110/10/6 кВ Нагорная;Россети Московский регион;110;55.672300, 37.616600;232;ТТЭО;Крылов;06.03.2020;;0;0;0;;;;;;;Panda S
004-20;2020;МОЭСК_ПС Нагорная;ПС 110/10/6 кВ Нагорная;Россети Московский регион;110;55.672300, 37.616600;232;ТТЭО;Крылов;06.03.2020;;0;0;0;;;;;;;Panda S
005-20;2020;Condis_HydroQuebec;735-kV Saguenay substation;Hydro-Québec;765;48.424657, -71.049039;236;ТТЭО;Крылов;09.05.2020;;0;0;0;;;;;ТТЭО-С 525м.;;Panda
006-20;2020;Condis_HydroQuebec_аренда;735-kV Saguenay substation;Hydro-Québec;765;48.424657, -71.049039;;ТТЭО;Крылов;09.05.2020;;0;0;0;;;;;;;
007-20;2020;Condis_HydroQuebec_ЗИП;735-kV Saguenay substation;Hydro-Québec;765;48.424657, -71.049039;;ТТЭО;Крылов;09.05.2020;;0;0;0;;;;;;;
008-20;2020;Condis_MIT_USA;MIT;MIT;10;42.36002, -71.09858;245;ТТЭО-Г;Крылов;09.05.2020;;;;;;;;;ТТЭО-Г с двумя фазами 21м и креммниками Иркутск;;Panda S
009-20;2020;ИОМ (заявка Старостина);;;;;;ТТЭО;Крылов;21.07.2020;;0;0;0;;;;;Трехфазный блок 4U с тестовым УЧЭ для проверки работоспособности интегрально-оптических модуляторов в нашей схеме;;
010-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т010-20;;;;;;;;ТТЭО-110;;
011-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т010-20;;;;;;;;ЭОБ-Р ТТЭО-110;;
012-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т012-20;;;;;;;;ТТЭО-110;;
013-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т012-20;;;;;;;;ЭОБ-Р ТТЭО-110;;
014-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т014-20;;;;;;;;ТТЭО-220;;
015-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т014-20;;;;;;;;ЭОБ-Р ТТЭО-220;;
016-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т016-20;;;;;;;;ТТЭО-220;;
017-20;2020;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ТТЭО;Бутов;18.08.2020;Т016-20;;;;;;;;ЭОБ-Р ТТЭО-220;;
018-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т018-20;;;;;;;;ДНЕЭ-110;;
019-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т018-20;;;;;;;;ЭОБ-Р ДНЕЭ -110;;
020-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т020-20;;;;;;;;ДНЕЭ-110;;
021-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т020-20;;;;;;;;ЭОБ-Р ДНЕЭ -110;;
022-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т022-20;;;;;;;;ДНЕЭ-220;;
023-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т022-20;;;;;;;;ЭОБ-Р ДНЕЭ -220;;
024-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т024-20;;;;;;;;ДНЕЭ-220;;
025-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;ДНЕЭ;Бутов;18.08.2020;Т024-20;;;;;;;;ЭОБ-Р ДНЕЭ -220;;
026-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Бутов;18.08.2020;Т018-20;;;;;;;;Для ЭОБ 018-20;;
027-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Бутов;18.08.2020;Т018-20;;;;;;;;Для ЭОБ 019-20;;
028-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Бутов;18.08.2020;Т020-20;;;;;;;;Для ЭОБ 020-20;;
029-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Бутов;18.08.2020;Т020-20;;;;;;;;Для ЭОБ 021-20;;
030-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Бутов;18.08.2020;Т022-20;;;;;;;;Для ЭОБ 022-20;;
031-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Крылов;27.08.2020;Т022-20;;;;;;;;Для ЭОБ 023-20;;
032-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Крылов;27.08.2020;Т024-20;;;;;;;;Для ЭОБ 024-20;;
033-20;;ФСК ЕЭС_ПС Надым_поставка;ПС 220/110/10 кВ Надым;Россети ФКС ЕЭС;220;65.310772, 73.045392;205;Модуль питания ВМ;Крылов;27.08.2020;Т024-20;;;;;;;;Для ЭОБ 025-20;;
034-20;2020;Аттестация_РОССЕТИ;;;;;249;ТТЭО;Крылов;08.09.2020;Т034-20;;;;;;;;ТТЭО-35/110/220 3.1;;
035-20;2020;Аттестация_РОССЕТИ;;;;;249;ТТЭО;Крылов;08.09.2020;Т035-20;;;;;;;;ТТЭО-Ш-500/110-Г 3.1;;
036-20;2020;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ТТЭО;Крылов;18.09.2020;Т036-20;;;;;;;;ТТЭО-220;;
037-20;2020;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ТТЭО;Крылов;18.09.2020;Т036-20;;;;;;;;ЭОБ-Р ТТЭО-220;;
038-20;2020;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ТТЭО;Крылов;18.09.2020;Т038-20;;;;;;;;ТТЭО-220;;
039-20;2020;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ТТЭО;Крылов;18.09.2020;Т038-20;;;;;;;;ЭОБ-Р ТТЭО-220;;
040-20;2020;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ТТЭО;Крылов;18.09.2020;Т040-20;;;;;;;;ТТЭО-220;;
041-20;2020;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ТТЭО;Крылов;18.09.2020;Т040-20;;;;;;;;ЭОБ-Р ТТЭО-220;;
042-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ДНЕЭ;Крылов;18.09.2020;Т042-20;;;;;;;;ДНЕЭ-220 3.1;;
043-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ДНЕЭ;Крылов;18.09.2020;Т043-20;;;;;;;;ДНЕЭ-220 3.1;;
044-20;;ФСК ЕЭС_ПС Трачуковская_поставка;ПС 500/220/35 кВ Трачуковская;Россети ФКС ЕЭС;220;61.287586, 75.230421;204;ДНЕЭ;Крылов;18.09.2020;Т044-20;;;;;;;;ДНЕЭ-220 1.1;;
